time,,,,,,,
0.0,1594288914.1869192,1327,3751030,-3749698,28561,-30990,-49,
0.004,1594288914.1870236,2297,3768440,-3766595,-3014,588,-361,
0.008,1594288914.187067,-29854,3823343,-3818456,226584,-230463,-948,
0.012,1594288914.1871226,-105295,3857554,-3851439,1015786,-1020543,-930,
0.016,1594288914.1871681,-59571,3850132,-3846228,811723,-815694,-476,
0.02,1594288914.187212,1183,3833777,-3832368,29028,-31445,-123,
0.024,1594288914.1872573,2284,3854086,-3852239,-3060,585,-353,
0.028,1594288914.1873014,-30101,3909890,-3904988,220985,-224945,-911,
0.032,1594288914.1873407,-105988,3948835,-3942712,1008562,-1013403,-873,
0.036000000000000004,1594288914.1873858,-58026,3939974,-3936098,770676,-774625,-465,
0.04000000000000001,1594288914.187429,1370,3919935,-3918582,25041,-27538,-44,
0.04400000000000001,1594288914.1874738,2335,3939879,-3937959,-2983,442,-348,
0.048000000000000015,1594288914.1875167,-30077,3990669,-3985696,222564,-226542,-967,
0.05200000000000002,1594288914.1875606,-103046,4022361,-4016182,993681,-998515,-863,
0.05600000000000002,1594288914.1876047,-56471,4008108,-4004100,794976,-799057,-408,
0.060000000000000026,1594288914.187657,1250,3980573,-3979161,29987,-32511,-65,
0.06400000000000003,1594288914.1876996,2417,3986500,-3984594,-3400,823,-349,
0.06800000000000003,1594288914.1877413,-29120,4028253,-4023280,202447,-206525,-892,
0.07200000000000004,1594288914.1877809,-104914,4043984,-4037879,941264,-946148,-928,
0.07600000000000004,1594288914.187819,-57293,4021652,-4017653,697635,-701739,-490,
0.08000000000000004,1594288914.187858,1106,3985596,-3984153,17795,-20381,-135,
0.08400000000000005,1594288914.1878946,2384,3978336,-3976441,-3210,603,-349,
0.08800000000000005,1594288914.1879334,-28956,4007575,-4002639,216514,-220522,-907,
0.09200000000000005,1594288914.1879702,-103671,4017004,-4010904,948571,-953437,-927,
0.09600000000000006,1594288914.188007,-58427,3980142,-3976164,705421,-709482,-511,
0.10000000000000006,1594288914.188047,1261,3931536,-3930078,19170,-21721,-118,
0.10400000000000006,1594288914.188084,2503,3916428,-3914553,-3177,635,-329,
0.10800000000000007,1594288914.1881204,-29580,3937888,-3932868,209981,-213970,-946,
0.11200000000000007,1594288914.1881704,-106000,3941157,-3934941,955204,-960153,-891,
0.11600000000000008,1594288914.1882133,-59242,3896130,-3892183,709780,-713834,-468,
0.12000000000000008,1594288914.1882527,1051,3844552,-3843056,19868,-22389,-161,
0.12400000000000008,1594288914.1882894,2458,3823734,-3821853,-2723,201,-365,
0.12800000000000009,1594288914.1883278,-29302,3846367,-3841420,210782,-214750,-952,
