time,,,,,,,
0.0,1594290665.2847455,-102680,3211,1856,295490,-306920,7334,
0.004,1594290665.2848077,-326930,3711,1339,1317477,-1328466,7051,
0.008,1594290665.2848492,-143177,1538,3200,963583,-976138,7381,
0.012,1594290665.2848918,8642,210,3800,18033,-31156,8059,
0.016,1594290665.2849338,1364,979,3274,-6083,-5889,7206,
0.02,1594290665.2849762,-100767,3190,1868,294196,-303883,5654,
0.024,1594290665.2850208,-318162,3606,1436,1304001,-1312895,5139,
0.028,1594290665.2850628,-135812,1455,3227,962007,-972379,5386,
0.032,1594290665.2851002,8653,221,3779,18118,-28901,5942,
0.036000000000000004,1594290665.2851439,1442,907,3301,-4329,-4869,4683,
0.04000000000000001,1594290665.285186,-101571,3204,1879,313511,-319795,2458,
0.04400000000000001,1594290665.2852275,-319520,3693,1405,1360787,-1366054,1669,
0.048000000000000015,1594290665.2852697,-138637,1503,3221,1035672,-1042627,2098,
0.05200000000000002,1594290665.2853224,8757,176,3809,27322,-34714,2709,
0.05600000000000002,1594290665.2853656,1517,973,3265,-4987,-433,1070,
0.060000000000000026,1594290665.285407,-100272,3234,1888,306669,-307421,-2922,
0.06400000000000003,1594290665.285446,-319435,3702,1369,1365558,-1365215,-3771,
0.06800000000000003,1594290665.2854857,-142193,1537,3182,1063296,-1066080,-1929,
0.07200000000000004,1594290665.2855241,8513,200,3832,30166,-33784,-854,
0.07600000000000004,1594290665.2855616,1710,876,3371,-5343,4513,-3371,
0.08000000000000004,1594290665.2855978,-100706,3232,1845,314871,-306219,-12178,
0.08400000000000005,1594290665.285633,-327370,3698,1359,1396069,-1385533,-13874,
0.08800000000000005,1594290665.2856708,-147692,1448,3282,1105532,-1103996,-6185,
0.09200000000000005,1594290665.2857058,8552,182,3884,36047,-36752,-3718,
0.09600000000000006,1594290665.285754,1630,949,3324,-4066,6894,-6984,
0.10000000000000006,1594290665.285792,-99855,3172,1908,308556,-292714,-19387,
0.10400000000000006,1594290665.2858284,-323561,3647,1369,1371407,-1354338,-20360,
0.10800000000000007,1594290665.285864,-145374,1485,3194,1079859,-1076386,-8024,
0.11200000000000007,1594290665.2859006,8556,219,3836,34613,-34729,-4265,
0.11600000000000008,1594290665.285938,1781,919,3317,-4614,6805,-6324,
0.12000000000000008,1594290665.2859728,-98734,3137,1920,309801,-297957,-15411,
0.12400000000000008,1594290665.2860103,-319857,3657,1418,1380808,-1369633,-14554,
0.12800000000000009,1594290665.286046,-141771,1464,3218,1092869,-1092437,-5039,
0.1320000000000001,1594290665.2860818,8570,182,3825,36134,-38946,-1622,
0.1360000000000001,1594290665.286118,1660,907,3337,-4963,3153,-2413,
0.1400000000000001,1594290665.286154,-97669,3166,1943,294182,-292210,-5609,
0.1440000000000001,1594290665.2862005,-321001,3740,1329,1354546,-1353819,-4164,
0.1480000000000001,1594290665.2862382,-143909,1483,3174,1052507,-1056843,-346,
0.1520000000000001,1594290665.2862763,8515,199,3818,29201,-35903,2070,
0.1560000000000001,1594290665.286312,1797,953,3303,-6375,60,1910,
0.16000000000000011,1594290665.2863474,-95280,3181,1949,284146,-288738,771,
0.16400000000000012,1594290665.2863824,-314681,3746,1344,1346890,-1352121,1675,
0.16800000000000012,1594290665.2864194,-143982,1520,3159,1038780,-1047236,3555,
0.17200000000000013,1594290665.2864542,8513,223,3761,25678,-35852,5396,
0.17600000000000013,1594290665.286491,1872,898,3243,-6237,-3779,5469,
0.18000000000000013,1594290665.2865262,-97534,3114,1926,290311,-298938,4676,
0.18400000000000014,1594290665.2865632,-320750,3553,1421,1304611,-1313585,5182,
0.18800000000000014,1594290665.2866085,-145136,1439,3147,971368,-982842,6430,
0.19200000000000014,1594290665.2866466,8435,247,3691,20226,-32976,7794,
0.19600000000000015,1594290665.2866814,1744,965,3247,-5733,-6704,7637,
0.20000000000000015,1594290665.286718,-98214,3191,1873,273925,-285120,7004,
0.20400000000000015,1594290665.2867532,-325499,3719,1311,1288689,-1299783,7178,
0.20800000000000016,1594290665.2867892,-145129,1476,3148,949222,-962271,7887,
0.21200000000000016,1594290665.286827,8500,233,3714,18229,-32264,8968,
0.21600000000000016,1594290665.286862,1855,904,3254,-6939,-6469,8551,
0.22000000000000017,1594290665.286897,-96361,3198,1895,274739,-286518,7540,
0.22400000000000017,1594290665.2869327,-314034,3708,1373,1275525,-1286905,7349,
0.22800000000000017,1594290665.2869995,-141422,1575,3131,949782,-962788,7789,
0.23200000000000018,1594290665.2870364,8466,217,3760,18325,-31928,8573,
0.23600000000000018,1594290665.287085,1921,919,3287,-6252,-6383,7850,
0.24000000000000019,1594290665.2871215,-98044,3227,1857,284995,-295617,6548,
0.2440000000000002,1594290665.2871583,-316827,3655,1389,1282001,-1291873,6041,
0.2480000000000002,1594290665.2871933,-142593,1530,3164,959921,-971227,6215,
0.25200000000000017,1594290665.2872305,8437,255,3772,20164,-31881,6811,
0.25600000000000017,1594290665.2872658,2071,920,3259,-5805,-4523,5720,
0.2600000000000002,1594290665.2873025,-97318,3179,1852,292543,-300274,3783,
0.2640000000000002,1594290665.2873385,-315761,3641,1374,1315223,-1321982,3126,
0.2680000000000002,1594290665.2873747,-142065,1580,3135,1022417,-1030682,3395,
0.2720000000000002,1594290665.2874122,8373,288,3763,29696,-38353,3913,
0.2760000000000002,1594290665.2874482,2194,912,3314,-6548,-343,2449,
0.2800000000000002,1594290665.2874932,-97426,3144,1946,289038,-292119,-664,
0.2840000000000002,1594290665.2875311,-316995,3603,1430,1335613,-1337425,-1711,
0.2880000000000002,1594290665.2875688,-145022,1508,3192,1067282,-1071581,-387,
0.2920000000000002,1594290665.2876043,8271,228,3779,34293,-39259,430,
0.2960000000000002,1594290665.287641,2102,942,3306,-5601,3095,-1739,
0.3000000000000002,1594290665.2876809,-95648,3151,1927,294045,-289616,-8070,
0.3040000000000002,1594290665.2877183,-319306,3643,1434,1339767,-1333497,-9668,
0.3080000000000002,1594290665.2877533,-147933,1552,3173,1080908,-1080663,-4835,
0.3120000000000002,1594290665.2877905,8312,250,3817,37025,-38436,-3040,
0.3160000000000002,1594290665.2878258,2233,897,3308,-6543,8112,-5744,
0.32000000000000023,1594290665.2878623,-96995,3204,1850,286829,-273745,-16671,
0.32400000000000023,1594290665.2879074,-319200,3718,1352,1341947,-1326613,-18687,
0.32800000000000024,1594290665.2879453,-146865,1527,3189,1090343,-1086547,-8364,
0.33200000000000024,1594290665.2879822,8295,213,3834,37723,-37708,-4467,
0.33600000000000024,1594290665.2880187,2356,892,3353,-5731,8360,-6759,
0.34000000000000025,1594290665.2880569,-95825,3111,1986,298441,-285376,-16640,
0.34400000000000025,1594290665.288093,-319145,3683,1429,1348044,-1334221,-17223,
0.34800000000000025,1594290665.28813,-150299,1491,3192,1099109,-1097285,-6398,
0.35200000000000026,1594290665.288165,8206,183,3831,40385,-42210,-2572,
0.35600000000000026,1594290665.288202,2251,884,3310,-5789,5355,-3718,
0.36000000000000026,1594290665.288237,-95482,3169,1925,284169,-279352,-8386,
0.36400000000000027,1594290665.2882745,-318061,3756,1344,1353348,-1350007,-6723,
0.36800000000000027,1594290665.2883103,-148571,1522,3184,1111156,-1114027,-1799,
0.3720000000000003,1594290665.288358,8134,271,3817,40268,-45620,775,
0.3760000000000003,1594290665.2883945,2407,861,3337,-7054,2121,629,
0.3800000000000003,1594290665.2884316,-94257,3115,1970,283150,-285908,-1009,
