time,,,,,,,
0.0,1594290312.5472763,-208,1036,1516,-12098,6640,497,
0.004,1594290312.5473425,-30129,3466,970,373975,-376389,-1547,
0.008,1594290312.5474029,-50012,4136,274,655915,-658077,-456,
0.012,1594290312.5474489,-9913,2142,1338,127322,-132056,943,
0.016,1594290312.5474932,3907,327,844,-36922,30252,2689,
0.02,1594290312.5475376,-184,1043,1418,-13661,8134,639,
0.024,1594290312.547583,-30622,3530,852,365420,-367798,-1520,
0.028,1594290312.5476255,-50171,4081,290,635918,-638085,-514,
0.032,1594290312.5476663,-10498,2175,1258,120719,-125441,959,
0.036000000000000004,1594290312.5477116,3878,345,797,-36542,29979,2630,
0.04000000000000001,1594290312.5477555,-178,1129,1408,-12372,6924,497,
0.04400000000000001,1594290312.5477989,-29893,3497,926,370220,-372677,-1569,
0.048000000000000015,1594290312.547844,-49740,4120,213,670205,-672403,-431,
0.05200000000000002,1594290312.5478995,-10492,2173,1343,145175,-149948,960,
0.05600000000000002,1594290312.547945,3843,419,948,-35219,28547,2531,
0.060000000000000026,1594290312.547989,-240,1097,1528,-9010,3512,455,
0.06400000000000003,1594290312.5480285,-29373,3449,1009,404503,-407018,-1486,
0.06800000000000003,1594290312.5480704,-49760,4085,270,724995,-727176,-453,
0.07200000000000004,1594290312.548111,-10454,2143,1483,173138,-177850,804,
0.07600000000000004,1594290312.5481489,3794,361,1274,-32422,25851,2249,
0.08000000000000004,1594290312.5481877,-101,1074,1811,-4186,-1362,278,
0.08400000000000005,1594290312.5482247,-29943,3504,997,455572,-458088,-1546,
0.08800000000000005,1594290312.548264,-50797,4152,216,809687,-811866,-364,
0.09200000000000005,1594290312.5483007,-10416,2173,1554,224199,-229025,779,
0.09600000000000006,1594290312.5483508,3876,439,1508,-29446,22792,2014,
0.10000000000000006,1594290312.5483892,-140,1132,1972,3379,-8863,25,
0.10400000000000006,1594290312.5484276,-29120,3462,1076,499486,-502068,-1504,
0.10800000000000007,1594290312.5484667,-50595,4161,205,864409,-866636,-395,
0.11200000000000007,1594290312.548505,-10850,2223,1569,266137,-270872,612,
0.11600000000000008,1594290312.5485423,3815,461,1680,-26593,19980,1786,
0.12000000000000008,1594290312.5485802,-125,1164,2090,8284,-13796,-68,
0.12400000000000008,1594290312.5486195,-29489,3417,1066,538599,-541172,-1477,
0.12800000000000009,1594290312.548657,-50051,4119,189,919418,-921631,-341,
0.1320000000000001,1594290312.5486958,-10524,2197,1704,295520,-300354,640,
0.1360000000000001,1594290312.5487328,3904,449,1816,-25055,18400,1693,
0.1400000000000001,1594290312.5487714,-56,1077,2181,11136,-16678,-132,
0.1440000000000001,1594290312.5488207,-28907,3412,1111,542874,-545448,-1507,
0.1480000000000001,1594290312.5488598,-49626,4052,256,907059,-909358,-285,
0.1520000000000001,1594290312.5488982,-10362,2178,1659,287278,-292069,689,
0.1560000000000001,1594290312.5489366,3793,394,1727,-25154,18620,1721,
0.16000000000000011,1594290312.5489728,-163,1099,2103,8288,-13828,-52,
0.16400000000000012,1594290312.5490108,-29415,3438,1024,521435,-524005,-1512,
0.16800000000000012,1594290312.549049,-49493,4101,194,872927,-875116,-379,
0.17200000000000013,1594290312.5490878,-10425,2197,1609,260356,-265134,642,
0.17600000000000013,1594290312.5491247,3863,394,1584,-27378,20778,1876,
0.18000000000000013,1594290312.5491624,-56,1088,1956,-96,-5402,65,
0.18400000000000014,1594290312.5492013,-29569,3473,997,476223,-478737,-1532,
0.18800000000000014,1594290312.5492382,-50849,4047,215,816038,-818188,-394,
0.19200000000000014,1594290312.5492902,-10820,2145,1569,214665,-219414,764,
0.19600000000000015,1594290312.5493283,3890,382,1383,-30917,24301,2151,
0.20000000000000015,1594290312.5493672,102,1080,1789,-7375,1818,269,
0.20400000000000015,1594290312.5494044,-28991,3393,1035,418376,-420914,-1501,
0.20800000000000016,1594290312.5494437,-49581,4050,257,734449,-736569,-455,
0.21200000000000016,1594290312.5494807,-10726,2185,1405,173795,-178526,897,
0.21600000000000016,1594290312.5495198,3847,369,1112,-33886,27329,2399,
0.22000000000000017,1594290312.5495565,19,1047,1552,-11804,6291,476,
0.22400000000000017,1594290312.5495956,-29436,3494,976,382522,-384973,-1497,
0.22800000000000017,1594290312.549634,-49837,4136,267,671632,-673790,-470,
0.23200000000000018,1594290312.549683,-10901,2175,1343,139298,-144023,909,
0.23600000000000018,1594290312.5497215,3751,352,888,-36136,29510,2597,
0.24000000000000019,1594290312.5497594,36,1069,1395,-15609,10070,609,
0.2440000000000002,1594290312.5497983,-28781,3445,930,343417,-345996,-1468,
0.2480000000000002,1594290312.5498354,-50848,4140,243,642531,-644603,-482,
0.25200000000000017,1594290312.5498753,-11019,2238,1254,134014,-138710,983,
0.25600000000000017,1594290312.5499122,3922,348,849,-36772,30127,2705,
0.2600000000000002,1594290312.5499506,141,999,1422,-15448,9948,636,
