time,,,,,,,
0.0,1594289560.4642792,-68646,1786,-2666,2455514,-2452914,-1747,
0.004,1594289560.4643447,-87733,1211,-2483,5710805,-5707693,-2699,
0.008,1594289560.4643888,-1988,171,-4730,4185493,-4181320,-1119,
0.012,1594289560.4644341,8802,75,-6361,380004,-375313,855,
0.016,1594289560.4644785,-3176,1013,-4620,193802,-189942,-455,
0.02,1594289560.4645226,-65311,1800,-2669,2398008,-2395525,-1707,
0.024,1594289560.4645703,-81212,1281,-1828,5538322,-5536036,-2606,
0.028,1594289560.464629,-1505,286,-3670,4071688,-4068756,-1090,
0.032,1594289560.464682,8838,251,-4958,360778,-357696,923,
0.036000000000000004,1594289560.4647272,-3117,1156,-2463,188217,-186673,-424,
0.04000000000000001,1594289560.464771,-67486,1928,452,2430011,-2430787,-1690,
0.04400000000000001,1594289560.4648159,-83146,1341,1549,5610840,-5611973,-2652,
0.048000000000000015,1594289560.46486,-1881,402,-577,4148183,-4148478,-1108,
0.05200000000000002,1594289560.4649029,8926,435,-1652,372573,-373004,854,
0.05600000000000002,1594289560.4649484,-3373,1320,2314,204739,-208073,-460,
0.060000000000000026,1594289560.4649904,-67374,2137,6882,2551841,-2559161,-1719,
0.06400000000000003,1594289560.4650326,-83030,1582,7309,5764796,-5771774,-2829,
0.06800000000000003,1594289560.4650743,-1624,634,3926,4330612,-4335518,-1239,
0.07200000000000004,1594289560.4651146,8926,605,2989,429461,-434658,803,
0.07600000000000004,1594289560.4651632,-2883,1464,10766,184021,-196022,-458,
0.08000000000000004,1594289560.4652038,-65536,2089,21910,2459666,-2482072,-1700,
0.08400000000000005,1594289560.4652407,-83942,1626,21271,5730855,-5751943,-2676,
0.08800000000000005,1594289560.4652796,-1812,730,9159,4331104,-4341391,-1255,
0.09200000000000005,1594289560.4653187,9059,693,7536,432852,-442758,794,
0.09600000000000006,1594289560.4653566,-2717,1448,19375,168964,-189661,-436,
0.10000000000000006,1594289560.4653938,-68898,2075,39077,2424218,-2463812,-1702,
0.10400000000000006,1594289560.4654353,-90635,1522,32356,5690286,-5722306,-2776,
0.10800000000000007,1594289560.4654748,-2566,715,11730,4278679,-4291534,-1174,
0.11200000000000007,1594289560.4655116,8967,733,7933,411559,-421866,800,
0.11600000000000008,1594289560.4655507,-2908,1537,18193,175950,-195483,-457,
0.12000000000000008,1594289560.4655879,-66209,2159,31133,2451092,-2482779,-1683,
0.12400000000000008,1594289560.4656372,-88793,1619,22851,5806372,-5828889,-2850,
0.12800000000000009,1594289560.4656758,-2547,607,7037,4471976,-4479976,-1318,
0.1320000000000001,1594289560.4657156,9057,637,3757,465492,-471529,801,
0.1360000000000001,1594289560.4657526,-3229,1475,8067,192258,-201598,-459,
0.1400000000000001,1594289560.465792,-66927,2123,11117,2490095,-2501687,-1730,
0.1440000000000001,1594289560.4658294,-87203,1560,7601,5764405,-5771614,-2807,
0.1480000000000001,1594289560.4658675,-2883,520,1981,4377603,-4380417,-1247,
