time,,,,,,,
0.0,1594288648.2587094,8192,8192,8192,8192,8192,8192,
0.004,1594288648.2591355,-4779,4217910,-4214586,22997,-26566,-871,
0.008,1594288648.2592428,3302,4594059,-4591791,-7655,4413,-486,
0.012,1594288648.2593462,-6681,4082844,-4078646,31390,-34528,-1579,
0.016,1594288648.2594526,-46487,3389411,-3382799,357891,-361348,-2509,
0.02,1594288648.2595575,-46644,3499818,-3493847,456058,-459928,-1988,
0.024,1594288648.259658,-4621,4248854,-4245530,24323,-27890,-882,
0.028,1594288648.2597592,3359,4603299,-4601014,-7577,4337,-528,
0.032,1594288648.2598526,-6653,4080305,-4076143,33462,-36574,-1578,
0.036000000000000004,1594288648.2599528,-46398,3376002,-3369395,365794,-369278,-2500,
0.04000000000000001,1594288648.2600574,-47176,3471066,-3465117,475003,-478798,-2004,
0.04400000000000001,1594288648.260162,-4635,4212746,-4209425,26708,-30245,-913,
0.048000000000000015,1594288648.2602882,3327,4562730,-4560511,-7614,4380,-542,
0.05200000000000002,1594288648.2603927,-6640,4022323,-4018129,34116,-37231,-1631,
0.05600000000000002,1594288648.260494,-46584,3308890,-3302294,374885,-378383,-2501,
0.060000000000000026,1594288648.2605965,-47345,3406246,-3400319,470969,-474798,-1977,
0.06400000000000003,1594288648.2606874,-4600,4142904,-4139574,22369,-25913,-871,
0.06800000000000003,1594288648.2607872,3312,4481023,-4478720,-7634,4361,-521,
0.07200000000000004,1594288648.2608747,-6392,3942942,-3938757,28884,-32048,-1567,
0.07600000000000004,1594288648.2609682,-45347,3223543,-3216941,360431,-363857,-2489,
0.08000000000000004,1594288648.261057,-47299,3312710,-3306771,468961,-472843,-1973,
0.08400000000000005,1594288648.2611475,-4807,4052840,-4049523,23777,-27293,-874,
0.08800000000000005,1594288648.261234,3340,4397622,-4395393,-7609,4414,-495,
0.09200000000000005,1594288648.2613199,-6493,3854128,-3849906,32178,-35243,-1540,
0.09600000000000006,1594288648.2614346,-46014,3139804,-3133190,374612,-378012,-2481,
0.10000000000000006,1594288648.261525,-45619,3241366,-3235384,482145,-486025,-1955,
0.10400000000000006,1594288648.2616153,-4356,3983443,-3980078,26247,-29786,-894,
0.10800000000000007,1594288648.261703,3269,4333907,-4331664,-7483,4305,-550,
0.11200000000000007,1594288648.2617936,-6654,3805191,-3801000,31811,-34857,-1575,
0.11600000000000008,1594288648.2618804,-46225,3117677,-3111096,346446,-349806,-2543,
0.12000000000000008,1594288648.2619708,-46980,3211949,-3206030,454544,-458312,-1959,
0.12400000000000008,1594288648.262057,-4623,3971130,-3967836,25078,-28569,-859,
0.12800000000000009,1594288648.2621453,3271,4341562,-4339355,-7576,4388,-478,
0.1320000000000001,1594288648.2622323,-6578,3815805,-3811654,32733,-35747,-1597,
0.1360000000000001,1594288648.262322,-45750,3131983,-3125441,356953,-360343,-2454,
0.1400000000000001,1594288648.2624109,-46152,3247080,-3241149,458328,-462100,-1984,
0.1440000000000001,1594288648.262529,-4673,4010599,-4007302,24557,-28051,-861,
0.1480000000000001,1594288648.2626197,3314,4393109,-4390897,-7530,4355,-507,
0.1520000000000001,1594288648.2627096,-6478,3882316,-3878171,34356,-37347,-1584,
0.1560000000000001,1594288648.2627995,-46186,3206120,-3199584,358891,-362308,-2459,
0.16000000000000011,1594288648.2628872,-47329,3327910,-3322016,455684,-459518,-1936,
0.16400000000000012,1594288648.2629864,-4630,4094055,-4090768,24474,-28013,-883,
0.16800000000000012,1594288648.263107,3381,4477705,-4475439,-7555,4292,-521,
0.17200000000000013,1594288648.2631953,-6530,3973208,-3969029,34921,-38038,-1559,
0.17600000000000013,1594288648.2632847,-45775,3291174,-3284564,368931,-372387,-2482,
0.18000000000000013,1594288648.2633734,-46841,3428213,-3422307,443937,-447766,-1966,
0.18400000000000014,1594288648.2634604,-4637,4191343,-4188055,21310,-24860,-854,
0.18800000000000014,1594288648.263572,3399,4564462,-4562238,-7653,4386,-493,
0.19200000000000014,1594288648.26366,-6591,4053337,-4049203,31236,-34349,-1565,
0.19600000000000015,1594288648.26375,-45819,3376918,-3370408,349204,-352655,-2493,
0.20000000000000015,1594288648.2638385,-46861,3485544,-3479625,447229,-451059,-2002,
0.20400000000000015,1594288648.2639253,-4616,4237479,-4234163,22907,-26461,-899,
0.20800000000000016,1594288648.2640104,3427,4597404,-4595158,-7567,4272,-519,
0.21200000000000016,1594288648.2641032,-6571,4082723,-4078486,32321,-35479,-1579,
0.21600000000000016,1594288648.2641885,-46136,3385808,-3379225,368011,-371469,-2510,
0.22000000000000017,1594288648.2642767,-47398,3492479,-3486597,479013,-482834,-2015,
0.22400000000000017,1594288648.2643645,-4789,4243700,-4240390,25223,-28800,-891,
0.22800000000000017,1594288648.264455,3408,4601716,-4599506,-7678,4417,-493,
