time,,,,,,,
0.0,1594290191.9329777,6791,806,4281,3407825,-3415348,-323,
0.004,1594290191.9330413,-8995,2124,3019,3921740,-3926974,-1259,
0.008,1594290191.9330833,-82785,3631,1636,4746066,-4748814,-1609,
0.012,1594290191.9331264,-93110,2937,2193,4747867,-4751732,-707,
0.016,1594290191.9331715,-4023,1232,3725,3936054,-3942787,-127,
0.02,1594290191.9332151,6751,836,4223,3422418,-3429949,-260,
0.024,1594290191.9332578,-8871,2139,3014,3922685,-3927929,-1201,
0.028,1594290191.9333,-81296,3600,1683,4736378,-4739182,-1605,
0.032,1594290191.9333515,-90596,2932,2140,4725233,-4729091,-803,
0.036000000000000004,1594290191.9333966,-3898,1232,3687,3914864,-3921540,-65,
0.04000000000000001,1594290191.933439,6849,838,4264,3391485,-3399027,-308,
0.04400000000000001,1594290191.9334822,-8579,2154,2981,3879314,-3884605,-1168,
0.048000000000000015,1594290191.9335256,-83222,3713,1520,4695421,-4698166,-1598,
0.05200000000000002,1594290191.9335675,-92794,3002,2010,4673195,-4677039,-792,
0.05600000000000002,1594290191.933612,-3969,1213,3707,3850451,-3857158,-38,
0.060000000000000026,1594290191.9336534,6833,785,4302,3324228,-3331790,-259,
0.06400000000000003,1594290191.9336941,-9277,2158,2966,3808384,-3813650,-1128,
0.06800000000000003,1594290191.9337347,-82634,3689,1496,4617297,-4619986,-1517,
0.07200000000000004,1594290191.9337847,-91898,2935,2005,4598515,-4602326,-751,
0.07600000000000004,1594290191.9338233,-4092,1250,3614,3775948,-3782643,-3,
0.08000000000000004,1594290191.9338608,6791,871,4162,3249846,-3257365,-218,
0.08400000000000005,1594290191.933898,-9036,2163,2936,3740954,-3746186,-1106,
0.08800000000000005,1594290191.9339356,-82147,3597,1533,4543170,-4545896,-1493,
0.09200000000000005,1594290191.9339736,-90887,2892,2067,4528643,-4532424,-794,
0.09600000000000006,1594290191.9340096,-3898,1258,3619,3707693,-3714379,-60,
0.10000000000000006,1594290191.934047,6855,861,4219,3176220,-3183753,-220,
0.10400000000000006,1594290191.9340885,-9024,2135,2932,3674232,-3679392,-1114,
0.10800000000000007,1594290191.9341364,-87084,3746,1356,4503777,-4506464,-1399,
0.11200000000000007,1594290191.9341738,-94567,3039,1905,4481325,-4485150,-620,
0.11600000000000008,1594290191.9342127,-4053,1280,3565,3657272,-3663958,0,
0.12000000000000008,1594290191.9342632,6817,852,4195,3131169,-3138745,-185,
0.12400000000000008,1594290191.9343033,-8797,2162,2985,3636700,-3641983,-1102,
0.12800000000000009,1594290191.9343412,-82606,3657,1449,4466167,-4468878,-1365,
0.1320000000000001,1594290191.9343808,-93211,3039,1913,4472776,-4476568,-681,
0.1360000000000001,1594290191.9344182,-4365,1308,3593,3660116,-3666815,-54,
0.1400000000000001,1594290191.9344583,6769,895,4139,3157558,-3165051,-236,
0.1440000000000001,1594290191.9344957,-8993,2170,2927,3657911,-3663161,-1117,
0.1480000000000001,1594290191.9345343,-83333,3689,1421,4491774,-4494443,-1510,
0.1520000000000001,1594290191.9345737,-94323,3009,1888,4505804,-4509484,-677,
0.1560000000000001,1594290191.9346135,-4528,1251,3620,3697954,-3704618,-11,
0.16000000000000011,1594290191.9346507,6756,896,4182,3199627,-3207186,-153,
0.16400000000000012,1594290191.9346895,-9247,2196,2921,3713303,-3718533,-1122,
0.16800000000000012,1594290191.9347808,-84369,3704,1420,4551818,-4554520,-1458,
0.17200000000000013,1594290191.9348478,-93663,2948,1974,4552832,-4556601,-796,
0.17600000000000013,1594290191.934924,-3894,1244,3635,3758548,-3765274,-40,
0.18000000000000013,1594290191.935008,6816,830,4226,3264730,-3272263,-264,
0.18400000000000014,1594290191.9350796,-9182,2113,2965,3787526,-3792704,-1185,
0.18800000000000014,1594290191.935151,-83458,3703,1548,4627763,-4630433,-1623,
0.19200000000000014,1594290191.9352248,-92787,2967,2050,4634292,-4638015,-822,
0.19600000000000015,1594290191.9352734,-4090,1218,3658,3836850,-3843527,-69,
0.20000000000000015,1594290191.935313,6789,830,4215,3342298,-3349838,-248,
0.20400000000000015,1594290191.93535,-9287,2174,2944,3861251,-3866467,-1196,
0.20800000000000016,1594290191.9354012,-84769,3722,1498,4707799,-4710456,-1583,
0.21200000000000016,1594290191.9354403,-95371,3039,2037,4708595,-4712342,-884,
0.21600000000000016,1594290191.935478,-4319,1326,3615,3901366,-3908035,-105,
0.22000000000000017,1594290191.9355152,6718,882,4226,3407954,-3415488,-322,
0.22400000000000017,1594290191.935553,-9264,2161,3024,3910781,-3916052,-1214,
0.22800000000000017,1594290191.9355915,-84474,3742,1539,4748409,-4751094,-1657,
0.23200000000000018,1594290191.9356291,-93408,3009,2090,4749296,-4753135,-888,
0.23600000000000018,1594290191.9356666,-3888,1268,3643,3936879,-3943573,-131,
0.24000000000000019,1594290191.9357023,6747,885,4228,3425989,-3433538,-292,
0.2440000000000002,1594290191.9357407,-9177,2178,3015,3931034,-3936308,-1188,
0.2480000000000002,1594290191.935777,-84341,3692,1547,4763344,-4766050,-1541,
0.25200000000000017,1594290191.9358156,-96682,2987,2065,4758486,-4762218,-857,
0.25600000000000017,1594290191.9358666,-4330,1193,3713,3922263,-3928981,-89,
0.2600000000000002,1594290191.9359074,6798,799,4270,3397883,-3405423,-305,
0.2640000000000002,1594290191.935945,-8863,2122,3002,3895718,-3900966,-1214,
0.2680000000000002,1594290191.9359825,-84500,3726,1521,4718817,-4721539,-1643,
0.2720000000000002,1594290191.9360192,-95893,2972,2020,4699663,-4703489,-809,
0.2760000000000002,1594290191.936058,-4448,1248,3622,3876063,-3882724,-70,
0.2800000000000002,1594290191.9360962,6792,844,4224,3349093,-3356598,-309,
0.2840000000000002,1594290191.9361339,-9094,2145,2938,3838846,-3844144,-1128,
0.2880000000000002,1594290191.9361718,-82764,3627,1577,4648892,-4651646,-1543,
0.2920000000000002,1594290191.9362094,-91034,2883,2098,4620147,-4623987,-790,
0.2960000000000002,1594290191.936247,-3569,1227,3661,3799328,-3806087,-17,
0.3000000000000002,1594290191.9362838,6771,839,4225,3280047,-3287568,-232,
0.3040000000000002,1594290191.9363353,-9204,2175,2919,3770913,-3776107,-1179,
0.3080000000000002,1594290191.9363737,-83413,3651,1518,4572323,-4575025,-1493,
0.3120000000000002,1594290191.9364104,-91298,2948,1992,4543470,-4547286,-733,
0.3160000000000002,1594290191.936447,-3961,1227,3591,3717954,-3724665,2,
0.32000000000000023,1594290191.9364839,6792,881,4123,3202914,-3210426,-165,
0.32400000000000023,1594290191.9365244,-8903,2119,2969,3685106,-3690387,-1080,
0.32800000000000024,1594290191.936561,-85202,3713,1405,4509703,-4512376,-1461,
0.33200000000000024,1594290191.9365976,-92795,2972,1953,4485642,-4489412,-721,
0.33600000000000024,1594290191.9366379,-3706,1263,3562,3674459,-3681082,-6,
0.34000000000000025,1594290191.9366767,6874,817,4214,3149370,-3156870,-263,
0.34400000000000025,1594290191.9367144,-9289,2171,2935,3644207,-3649510,-1081,
0.34800000000000025,1594290191.9367626,-82948,3684,1425,4473022,-4475800,-1453,
0.35200000000000026,1594290191.9368007,-92194,2983,1916,4462793,-4466628,-678,
0.35600000000000026,1594290191.9368396,-4052,1241,3611,3653507,-3660200,-50,
0.36000000000000026,1594290191.9368765,6800,863,4179,3142367,-3149892,-229,
0.36400000000000027,1594290191.936914,-9167,2157,2941,3654263,-3659531,-1091,
0.36800000000000027,1594290191.9369519,-82582,3659,1451,4479677,-4482387,-1480,
0.3720000000000003,1594290191.9369893,-94008,2982,1898,4485925,-4489686,-631,
0.3760000000000003,1594290191.937027,-4219,1300,3580,3672795,-3679474,90,
0.3800000000000003,1594290191.9370646,6850,884,4177,3178610,-3186184,-162,
0.3840000000000003,1594290191.937102,-8828,2119,2996,3687216,-3692512,-1109,
0.3880000000000003,1594290191.9371414,-83325,3697,1461,4530332,-4533061,-1464,
0.3920000000000003,1594290191.9371796,-93841,2970,1900,4535079,-4538850,-727,
0.3960000000000003,1594290191.9372308,-3904,1221,3612,3734343,-3740998,-30,
0.4000000000000003,1594290191.9372702,6796,866,4182,3242977,-3250468,-270,
0.4040000000000003,1594290191.937308,-9252,2184,2955,3757877,-3763135,-1170,
0.4080000000000003,1594290191.9373457,-82762,3689,1484,4595428,-4598163,-1581,
0.4120000000000003,1594290191.9373837,-90725,3007,2039,4602675,-4606485,-813,
0.4160000000000003,1594290191.9374218,-3869,1271,3591,3818904,-3825613,-15,
0.4200000000000003,1594290191.9374585,6799,835,4253,3316355,-3323900,-253,
0.4240000000000003,1594290191.9374962,-9483,2142,3000,3836146,-3841390,-1159,
0.4280000000000003,1594290191.9375799,-84605,3775,1507,4679232,-4681918,-1594,
0.43200000000000033,1594290191.9376302,-92471,2985,2090,4676132,-4680004,-747,
0.43600000000000033,1594290191.937668,-3448,1287,3655,3886756,-3893441,-81,
0.44000000000000034,1594290191.937717,6782,898,4243,3389746,-3397305,-309,
0.44400000000000034,1594290191.9377556,-9069,2170,3012,3900789,-3906085,-1186,
0.44800000000000034,1594290191.9377928,-83125,3650,1623,4735271,-4738000,-1653,
0.45200000000000035,1594290191.93783,-92132,2906,2127,4730691,-4734484,-870,
0.45600000000000035,1594290191.9378784,-4000,1228,3665,3927011,-3933734,-40,
0.46000000000000035,1594290191.937916,6795,838,4253,3415334,-3422860,-306,
0.46400000000000036,1594290191.9379542,-9047,2131,2992,3934207,-3939390,-1224,
