Username, User ID, Session ID,Session Tag,Date,Shape (rows x columns),Duration (ms),Starting Time,Ending Time,Resolution (ms),Resolution (Hz),Unit Measure,Starting Timestamp,Ending Timestamp
user,12345678,c3edef26-12dc-4730-9e33-3db1626f6dff,Exp29 ,17-07-2020_15-55-36,5293x6,22943,15:55:01.540,15:55:24.592,4.6491413,215.09348,µV,0,1594994124593,
Time,Ch-1,Ch-2,Ch-3,Ch-4,Ch-5,Ch-6,Ch-7,Ch-8
0.0,-227078.8,-0.924,112460.37,-64860.973,-3.3,-220594.17,
8.0,-16.401,-521.796,80019.95,-1.155,-220593.81,-142737.22,
11.0,-1.221,-520.08,246546.98,17302.164,-1.32,23789.668,
13.0,-2.673,-3.3,198967.94,18.084,-1.716,-88670.21,
19.0,-1.188,-553.905,123273.68,-1.155,129761.68,116785.34,
20.0,257377.3,-555.621,235733.53,-151387.77,-1.089,-30277.531,
22.0,-227063.36,-557.04,28115.537,-116767.1,-1.683,227082.23,
23.0,-157856.22,-0.627,-43253.168,-194606.02,-2.673,-255197.14,
24.0,-1.584,-553.509,194642.52,-177321.31,-2.739,-179503.11,
25.0,-3.597,-2.376,-237895.1,-2.607,-40.194,168689.66,
34.0,-88659.12,-0.165,-166526.44,-3.663,-5.511,-51904.38,
43.0,-19455.514,-546.876,-196804.11,-1.155,-261684.88,-90832.734,
44.0,-2.343,-3.63,168690.2,-84344.21,-1.32,-51904.414,
57.0,-14.421,-0.033,-62717.426,-2.739,-6.435,-38928.25,
59.0,-16.401,-521.829,-229244.44,-1.155,21627.277,149225.67,
80.0,-1.221,-520.08,6488.592,-8650.224,-1.188,58392.67,
82.0,-2.64,-3.333,-82181.516,41108.035,-0.594,-4325.376,
83.0,-3.795,-2.211,-10812.8125,47613.195,-0.825,-101646.336,
98.0,-0.891,-520.41,263848.47,-86506.79,-1.386,147062.89,
100.0,-16.038,-522.159,95158.9,8670.585,-3.465,201129.98,
140.0,-13.992,-0.429,-4324.782,-12939.333,-3.564,129761.28,
142.0,-3.333,-2.64,84345.36,-4.224,-4.95,207618.17,
143.0,-0.924,-528.858,-45415.953,-1.155,92995.984,58392.777,
149.0,-3.168,-2.772,82182.67,244387.05,-4.026,183828.61,
151.0,-1.221,-553.905,-15138.354,-1.188,-110296.69,192479.44,
166.0,15156.207,-555.588,43254.29,-181665.27,-1.188,192479.33,
179.0,84363.67,-557.04,-144899.5,-1.98,-23.859,270336.0,
181.0,153570.84,-0.594,164364.88,-196759.53,-3.399,36765.73,
183.0,84361.96,-555.324,-175177.2,-170851.89,-1.122,201130.1,
201.0,-1.551,-553.542,-173014.45,-118928.24,-3.201,2162.688,
211.0,-3.564,-2.409,-233569.7,-125390.99,-3.234,-142737.4,
235.0,-261674.12,-0.198,-121109.99,-1.716,-7.458,-162201.47,
242.0,-192470.53,-546.909,-211942.95,-1.155,147063.19,32440.518,
245.0,-3.762,-2.244,-41090.477,-1.98,-32.373,183828.48,
248.0,-14.388,-0.033,134087.19,-263845.12,-3.531,-131923.83,
271.0,-16.368,-521.862,-71368.21,-1.122,188154.22,201130.14,
273.0,-1.188,-520.113,67043.89,47579.7,-1.221,255197.28,
316.0,-2.64,-3.333,129761.91,-2.805,-23.067,-164364.28,
318.0,-2.409,-3.597,-54066.703,-1.188,-142737.02,-274661.16,
327.0,-0.924,-520.41,-56229.324,41091.863,-1.452,105971.81,
331.0,-16.038,-522.159,-112459.18,-0.891,-16.533,-103809.02,
345.0,15147.925,-547.305,177341.02,-17283.453,-1.683,-64880.64,
