Username, User ID, Session ID,Session Tag,Date,Shape (rows x columns),Duration (ms),Starting Time,Ending Time,Resolution (ms),Resolution (Hz),Unit Measure,Starting Timestamp,Ending Timestamp
user,12345678,ca2bf2be-9de3-4d48-9c07-20b642b83c5d,exp4_0m,25-09-2020_11-22-42,9469x6,37854,11:21:54.172,11:22:32.038,4.048583,247.0,µV,0,1601025752040,
Pkg ID,Pkg Loss,Time,Ch-1,Ch-2,Ch-3,Ch-4,Ch-5,Ch-6,Ch-7,Ch-8
7,0,0.0,14.467006,-26.271381,-1231.0204,-1244.1738,-1244.2635,-1247.54,
8,0,7.0,16.881998,-25.73826,-1232.039,-1244.1935,-1244.288,-1247.5475,
9,0,9.0,19.031174,-25.226295,-1230.7253,-1244.2019,-1244.2755,-1247.5553,
10,0,11.0,20.860893,-24.223228,-1231.0284,-1244.1843,-1244.2692,-1247.5452,
11,0,12.0,22.34851,-24.329018,-1226.495,-1244.2028,-1244.2755,-1247.5483,
12,0,14.0,23.485678,-24.891344,-1229.1985,-1244.1941,-1244.2772,-1247.5516,
13,0,16.0,24.241703,-23.982742,-1228.1316,-1244.198,-1244.263,-1247.551,
14,0,25.0,24.60437,-24.302198,-1227.3881,-1244.2019,-1244.2778,-1247.5487,
15,0,27.0,24.562948,-24.965843,-1229.8892,-1244.1804,-1244.2856,-1247.5463,
0,0,28.0,24.132935,-23.713053,-1226.4851,-1244.1906,-1244.2766,-1247.543,
1,0,48.0,23.307772,-23.08606,-1229.0643,-1244.1843,-1244.2751,-1247.543,
2,0,49.0,22.108917,-23.07414,-1228.3804,-1244.1685,-1244.2706,-1247.5338,
3,0,51.0,20.547695,-22.778524,-1227.7782,-1244.1902,-1244.277,-1247.5406,
4,0,53.0,18.66076,-22.116667,-1230.1213,-1244.1926,-1244.2698,-1247.5466,
5,0,54.0,16.457348,-22.62565,-1226.7853,-1244.1846,-1244.284,-1247.5514,
6,0,56.0,13.99706,-23.582827,-1228.6599,-1244.1902,-1244.2776,-1247.535,
7,0,57.0,11.304332,-25.163418,-1227.5332,-1244.1843,-1244.2853,-1247.546,
8,0,59.0,8.429824,-23.236849,-1226.1818,-1244.1833,-1244.2817,-1247.5398,
9,0,61.0,5.40423,-23.188572,-1229.4657,-1244.1968,-1244.2671,-1247.5415,
10,0,76.0,2.286554,-23.529484,-1226.6556,-1244.1914,-1244.2719,-1247.532,
11,0,78.0,-0.8642,-23.927315,-1229.6818,-1244.1887,-1244.2692,-1247.5371,
12,0,79.0,-4.01853,-25.023657,-1228.3074,-1244.1896,-1244.276,-1247.5361,
13,0,81.0,-7.121008,-24.632084,-1227.4813,-1244.2028,-1244.2755,-1247.5388,
14,0,83.0,-10.123358,-24.713438,-1230.307,-1244.1813,-1244.2698,-1247.5436,
15,0,85.0,-12.974622,-25.967422,-1226.7731,-1244.1912,-1244.2725,-1247.5487,
0,0,86.0,-15.632186,-24.304283,-1229.3761,-1244.2036,-1244.271,-1247.5454,
1,0,88.0,-18.06029,-23.515478,-1228.0658,-1244.1858,-1244.2671,-1247.5516,
2,0,89.0,-20.201717,-23.085165,-1226.7578,-1244.1763,-1244.2552,-1247.5359,
3,0,92.0,-22.03561,-22.825907,-1229.6884,-1244.1816,-1244.263,-1247.5353,
4,0,99.0,-23.53455,-23.242807,-1226.6482,-1244.18,-1244.2675,-1247.5367,
5,0,100.0,-24.664566,-24.242598,-1229.3995,-1244.1652,-1244.2719,-1247.5219,
6,0,102.0,-25.419102,-23.665073,-1228.0071,-1244.1747,-1244.2576,-1247.543,
7,0,103.0,-25.785643,-24.387426,-1227.577,-1244.1757,-1244.253,-1247.5284,
8,0,116.0,-25.749882,-24.96197,-1230.0806,-1244.1736,-1244.2561,-1247.5276,
9,0,118.0,-25.315994,-23.595043,-1226.7098,-1244.1786,-1244.2609,-1247.527,
10,0,119.0,-24.497686,-23.78338,-1228.9448,-1244.1792,-1244.259,-1247.535,
11,0,120.0,-23.298237,-23.786062,-1227.332,-1244.1866,-1244.2745,-1247.5382,
12,0,132.0,-21.741781,-23.50922,-1226.9414,-1244.1854,-1244.2781,-1247.534,
13,0,133.0,-19.855145,-25.497477,-1230.0153,-1244.1879,-1244.2784,-1247.5237,
14,0,149.0,-17.66395,-25.39556,-1226.5868,-1244.1798,-1244.2722,-1247.5334,
15,0,151.0,-15.196808,-24.459541,-1228.2908,-1244.1393,-1244.2311,-1247.4865,
0,0,153.0,-12.5061655,-24.34213,-1226.4863,-1244.1244,-1244.2072,-1247.4545,
1,0,154.0,-9.626592,-23.972908,-1225.829,-1244.1631,-1244.2635,-1247.5249,
2,0,156.0,-6.6048717,-24.506924,-1229.2208,-1244.1515,-1244.251,-1247.4974,
3,0,157.0,-3.489282,-24.868696,-1226.183,-1244.124,-1244.2355,-1247.4819,
4,0,166.0,-0.328396,-25.193813,-1228.3718,-1244.1193,-1244.229,-1247.4805,
5,0,167.0,2.821166,-25.473934,-1226.9298,-1244.1128,-1244.2332,-1247.4778,
6,0,169.0,5.928114,-25.41344,-1225.3486,-1244.093,-1244.2024,-1247.4668,
7,0,171.0,8.934338,-24.162436,-1227.1699,-1244.0889,-1244.1821,-1247.4453,
8,0,182.0,11.792456,-22.431652,-1225.6841,-1244.1143,-1244.206,-1247.4724,
9,0,184.0,14.440484,-23.372139,-1228.027,-1244.1128,-1244.2224,-1247.4882,
10,0,186.0,16.86084,-23.465414,-1226.5671,-1244.1145,-1244.2249,-1247.4712,
11,0,188.0,19.007036,-23.724972,-1224.9738,-1244.1205,-1244.2183,-1247.4718,
