Username, User ID, Session ID,Session Tag,Date,Shape (rows x columns),Duration (ms),Starting Time,Ending Time,Resolution (ms),Resolution (Hz),Unit Measure,Starting Timestamp,Ending Timestamp
user,12345678,90a82cb4-2319-4a34-ba7c-11d4efee5d20,exp15,24-08-2020_12-47-47,1459x6,27362,12:47:34.101,12:47:41.169,5.4347825,184.0,µV,1598266033808,1598266061170,
Time,Ch-1,Ch-2,Ch-3,Ch-4,Ch-5,Ch-6,Ch-7,Ch-8
0.0,-1243.4607,-1244.5842,-32.630405,-1198.449,-1242.7369,-1207.931,
2.0,-1243.3943,-1244.3204,-27.492289,-886.27313,-1242.2759,-899.07556,
4.0,-1243.4288,-1244.461,-21.930714,-402.7911,-1242.5226,-418.67538,
5.0,-1243.551,-1244.8673,-16.043724,-688.25214,-1243.225,-718.41455,
7.0,-1243.5328,-1244.9343,43.472538,-1188.6615,-1243.2382,-1202.7527,
9.0,-1243.458,-1244.5964,46.14083,-1199.6073,-1242.7473,-1209.5161,
10.0,-1243.3939,-1244.3112,48.061142,-887.17194,-1242.2839,-900.8221,
12.0,-1243.4396,-1244.4664,49.212315,-406.0548,-1242.5286,-418.92123,
20.0,-1243.5272,-1244.8547,49.570213,-691.76794,-1243.2122,-714.74615,
21.0,-1243.5203,-1244.9221,49.144073,-1191.8435,-1243.2473,-1205.3102,
23.0,-1243.4261,-1244.5586,47.93181,-1197.4802,-1242.6969,-1207.1833,
89.0,-1243.363,-1244.3091,45.948025,-882.9132,-1242.2463,-896.89624,
119.0,-1243.396,-1244.4429,43.228477,-397.58774,-1242.4922,-413.05212,
128.0,-1243.5093,-1244.8217,39.811012,-673.078,-1243.1648,-702.30493,
129.0,-1243.5242,-1244.9263,35.753147,-1185.1069,-1243.2361,-1201.6185,
131.0,-1243.4392,-1244.5671,31.124014,-1198.6644,-1242.731,-1208.7566,
133.0,-1243.3538,-1244.2856,26.001692,-887.6678,-1242.2676,-902.61847,
134.0,-1243.4205,-1244.4507,20.443993,-405.29965,-1242.5188,-418.00488,
136.0,-1243.523,-1244.8488,14.539122,-686.9952,-1243.1964,-708.60406,
138.0,-1243.5275,-1244.949,8.403004,-1189.6426,-1243.2676,-1203.1619,
139.0,-1243.447,-1244.5839,2.137852,-1201.4597,-1242.7225,-1210.6855,
141.0,-1243.3678,-1244.3151,-4.152928,-896.1769,-1242.2878,-906.5106,
142.0,-1243.4187,-1244.4629,-10.41212,-410.53732,-1242.5184,-421.48822,
144.0,-1243.5203,-1244.8738,-16.51367,-685.8628,-1243.2039,-712.0874,
146.0,-1243.5219,-1244.9486,-22.377417,-1188.8203,-1243.2548,-1204.2203,
147.0,-1243.4163,-1244.5931,-27.91068,-1200.0839,-1242.7238,-1210.2498,
148.0,-1243.3699,-1244.3359,-33.01542,-895.5508,-1242.2825,-908.35944,
151.0,-1243.4142,-1244.4482,-37.611176,-413.3558,-1242.5205,-426.34772,
152.0,-1243.5281,-1244.8685,-41.61838,-684.0578,-1243.2062,-710.1653,
153.0,-1243.537,-1244.9463,-44.99174,-1187.9016,-1243.2411,-1203.0957,
154.0,-1243.4578,-1244.5938,-47.657352,-1200.6208,-1242.7291,-1209.77,
156.0,-1243.38,-1244.3029,-49.583324,-887.756,-1242.2562,-903.8495,
157.0,-1243.5099,-1244.8253,-41.37581,-670.4696,-1243.155,-696.9344,
158.0,-1243.5245,-1244.9438,-37.32569,-1183.0406,-1243.2372,-1199.2084,
159.0,-1243.4518,-1244.6029,-32.691196,-1201.0607,-1242.7172,-1210.0028,
160.0,-1243.3779,-1244.3041,-27.55457,-896.7026,-1242.2852,-909.8995,
162.0,-1243.411,-1244.4478,-21.99687,-405.58426,-1242.4963,-422.0464,
166.0,-1243.4175,-1244.4406,36.048466,-411.92392,-1242.482,-426.556,
167.0,-1243.5239,-1244.8568,40.05984,-670.00415,-1243.1805,-695.73016,
168.0,-1243.5316,-1244.9672,43.42873,-1183.1378,-1243.258,-1198.9475,
169.0,-1243.453,-1244.5928,46.10358,-1202.0566,-1242.7467,-1211.4993,
176.0,-1243.4094,-1244.3287,48.03432,-903.0193,-1242.2932,-916.62714,
177.0,-1243.419,-1244.4366,49.20248,-416.62634,-1242.4777,-431.11154,
186.0,-1243.5066,-1244.8392,49.579155,-667.0325,-1243.1815,-696.2844,
187.0,-1243.515,-1244.9498,49.160465,-1181.4479,-1243.2396,-1198.7971,
188.0,-1243.4441,-1244.5714,47.952374,-1204.1432,-1242.7258,-1211.8322,
203.0,-1243.3699,-1244.3043,45.977825,-906.4281,-1242.2717,-913.12445,
204.0,-1243.3993,-1244.4197,43.261257,-415.33154,-1242.4818,-423.67227,
205.0,-1243.5012,-1244.8086,39.855713,-670.85046,-1243.1588,-691.51556,
206.0,-1243.5198,-1244.912,35.801125,-1183.538,-1243.2241,-1197.7174,
207.0,-1243.4628,-1244.5967,31.183912,-1202.9548,-1242.7502,-1212.6425,
220.0,-1243.3982,-1244.327,26.073212,-903.8078,-1242.2985,-918.8273,
222.0,-1243.419,-1244.4349,20.515213,-417.69678,-1242.505,-432.17,
223.0,-1243.5245,-1244.8456,14.621072,-668.24023,-1243.1809,-694.3376,
224.0,-1243.5355,-1244.9501,8.489722,-1181.9202,-1243.2643,-1197.9618,
245.0,-1243.4551,-1244.5806,2.223676,-1202.868,-1242.7294,-1212.7446,
