time,,,,,,,
0.0,1597404153.828458,-61229,-4108484,2599,65566,-73943,-713,
0.004,1597404153.82852,-40957,-4127456,4505,326078,-329589,-114,
0.008,1597404153.8285618,-20109,-4147553,5514,2899021,-2885404,-2456,
0.012,1597404153.8286045,962,-4169460,6395,5919766,-5916875,-3878,
0.016,1597404153.8286471,21968,-4191665,4306,2811772,-2820309,-2022,
0.02,1597404153.828709,42658,-4212321,2593,63113,-71441,-785,
0.024,1597404153.8287578,62640,-4230944,4447,328413,-331982,-191,
0.028,1597404153.8288002,81574,-4249205,5451,2886617,-2872758,-2387,
0.032,1597404153.8288388,99111,-4267632,6345,5907158,-5903955,-3871,
0.036000000000000004,1597404153.828883,115053,-4284725,4292,2798117,-2806653,-2010,
0.04000000000000001,1597404153.8289251,129132,-4298747,2559,61927,-70254,-742,
0.04400000000000001,1597404153.8289692,141095,-4309409,4413,328541,-332162,-120,
0.048000000000000015,1597404153.8290107,150791,-4318402,5459,2891160,-2877112,-3040,
0.05200000000000002,1597404153.8290553,158068,-4326553,6323,5872442,-5869212,-4288,
0.05600000000000002,1597404153.8290975,162803,-4332431,4238,2766415,-2774866,-2049,
0.060000000000000026,1597404153.829139,164885,-4334429,2515,58790,-67194,-764,
0.06400000000000003,1597404153.8291905,164324,-4332571,4392,331664,-335279,-129,
0.06800000000000003,1597404153.8292327,161095,-4328653,5447,2909211,-2893939,-3135,
0.07200000000000004,1597404153.829272,155257,-4323714,6357,5933477,-5929773,-4328,
0.07600000000000004,1597404153.8293092,146936,-4316594,4259,2813881,-2822356,-2035,
0.08000000000000004,1597404153.8293474,136231,-4305837,2588,64063,-72358,-772,
0.08400000000000005,1597404153.829383,123344,-4291710,4495,330691,-334258,-223,
0.08800000000000005,1597404153.8294215,108426,-4276018,5489,2918016,-2903442,-2604,
0.09200000000000005,1597404153.8294585,91788,-4260257,6351,5910976,-5907768,-4136,
0.09600000000000006,1597404153.829496,73613,-4243279,4281,2780212,-2788692,-2068,
0.10000000000000006,1597404153.8295324,54201,-4223841,2620,60011,-68320,-792,
0.10400000000000006,1597404153.8295732,33887,-4202172,4473,332343,-335846,-237,
0.10800000000000007,1597404153.82961,13012,-4180607,5535,2923227,-2908858,-2726,
0.11200000000000007,1597404153.829658,-8060,-4160452,6373,5937549,-5934334,-4074,
0.11600000000000008,1597404153.8296978,-29115,-4140579,4289,2813242,-2821704,-2023,
0.12000000000000008,1597404153.8297346,-49767,-4119891,2586,63451,-71747,-742,
0.12400000000000008,1597404153.8297727,-69686,-4098688,4515,338046,-341602,-157,
0.12800000000000009,1597404153.8298092,-88613,-4079059,5575,2933369,-2918866,-2558,
0.1320000000000001,1597404153.829847,-106206,-4062331,6395,5897757,-5894640,-4033,
0.1360000000000001,1597404153.8298838,-122192,-4047563,4319,2761816,-2770342,-2047,
0.1400000000000001,1597404153.8299222,-136271,-4033480,2616,58057,-66374,-775,
0.1440000000000001,1597404153.8299584,-148263,-4020163,4541,326679,-330244,-243,
0.1480000000000001,1597404153.8299966,-157953,-4009779,5579,2909661,-2895279,-2474,
0.1520000000000001,1597404153.830033,-165232,-4003324,6412,5893714,-5890507,-4029,
0.1560000000000001,1597404153.8300831,-169966,-3999817,4325,2755706,-2764177,-2020,
0.16000000000000011,1597404153.8301208,-172093,-3997605,2613,58630,-66911,-763,
0.16400000000000012,1597404153.8301594,-171528,-3996811,4537,343894,-347411,-153,
0.16800000000000012,1597404153.8301957,-168324,-3999239,5555,2975985,-2959606,-2792,
0.17200000000000013,1597404153.8302329,-162538,-4006042,6400,5985508,-5981922,-4209,
0.17600000000000013,1597404153.830271,-154228,-4015475,4295,2820036,-2828558,-2051,
0.18000000000000013,1597404153.830308,-143545,-4026076,2656,65651,-73829,-817,
0.18400000000000014,1597404153.830346,-130651,-4037636,4569,334290,-337715,-248,
0.18800000000000014,1597404153.8303823,-115740,-4051839,5574,2978510,-2961601,-3455,
0.19200000000000014,1597404153.8304205,-99061,-4069524,6414,5982371,-5978799,-4407,
0.19600000000000015,1597404153.830457,-80892,-4088821,4293,2780399,-2788870,-2060,
0.20000000000000015,1597404153.8305109,-61508,-4108140,2631,59872,-68054,-837,
0.20400000000000015,1597404153.8305492,-41217,-4127009,4525,343314,-346663,-196,
0.20800000000000016,1597404153.830588,-20367,-4147193,5531,2976028,-2960184,-3139,
0.21200000000000016,1597404153.8306494,720,-4169244,6338,5949256,-5945701,-4411,
0.21600000000000016,1597404153.830708,21747,-4191423,4241,2748359,-2756897,-2039,
0.22000000000000017,1597404153.8307624,42423,-4211998,2553,56245,-64499,-768,
0.22400000000000017,1597404153.8308012,62398,-4230675,4460,339225,-342730,-233,
0.22800000000000017,1597404153.8308382,81348,-4248916,5526,2937808,-2923238,-2838,
0.23200000000000018,1597404153.8308766,98918,-4267368,6351,5876452,-5873521,-3964,
0.23600000000000018,1597404153.8309374,114872,-4284494,4195,2703713,-2712211,-1963,
0.24000000000000019,1597404153.831016,128978,-4298584,2544,52503,-60789,-769,
0.2440000000000002,1597404153.8310812,140986,-4309299,4462,343750,-347279,-174,
0.2480000000000002,1597404153.83112,150724,-4318294,5474,2970390,-2955599,-2642,
0.25200000000000017,1597404153.8311589,158020,-4326497,6275,5913373,-5910497,-3984,
0.25600000000000017,1597404153.8311963,162748,-4332382,4198,2711227,-2719766,-2005,
0.2600000000000002,1597404153.8312337,164877,-4334462,2561,52038,-60330,-777,
0.2640000000000002,1597404153.831272,164342,-4332603,4434,337535,-341106,-140,
0.2680000000000002,1597404153.8313093,161136,-4328697,5449,2940367,-2926099,-2670,
0.2720000000000002,1597404153.8313468,155347,-4323822,6295,5877824,-5875226,-3865,
