Username, User ID, Session ID,Session Tag,Date,Shape (rows x columns),Duration (ms),Starting Time,Ending Time,Resolution (ms),Resolution (Hz),Unit Measure,Starting Timestamp,Ending Timestamp
user,12345678,fbdf21b9-8015-4502-844a-83a2e05cb616,exp5,21-09-2020_13-35-41,2614x6,85603,13:35:24.551,13:35:35.826,3.90625,256.0,µV,1600688050225,1600688135828,
Pkg ID,Pkg Loss,Time,Ch-1,Ch-2,Ch-3,Ch-4,Ch-5,Ch-6,Ch-7,Ch-8
9,0,0.0,-16.028824,-1225.4601,-0.061685998,-2499.686,2499.686,1.582082,
10,0,7.0,-16.60158,-1225.5891,0.072414,-2499.6865,2499.6863,1.071608,
11,0,9.0,-20.452038,-1222.3259,0.202342,-2499.6873,2499.6865,0.755728,
12,0,11.0,-27.33256,-1214.7532,0.05513,-2499.6868,2499.6865,1.163094,
13,0,14.0,-27.28041,-1215.4454,0.197276,-2499.6863,2499.686,0.812944,
14,0,16.0,-24.89939,-1217.7007,0.178204,-2499.686,2499.686,0.937806,
15,0,18.0,-23.258602,-1218.6942,0.048574,-2499.6865,2499.6863,1.36484,
0,0,21.0,-23.683847,-1218.0482,-0.00447,-2499.6873,2499.6865,1.442022,
1,0,23.0,-24.064096,-1218.0687,0.073606,-2499.6868,2499.6865,1.145512,
2,0,24.0,-22.023094,-1220.5078,0.144828,-2499.6863,2499.686,0.93274,
3,0,26.0,-18.208395,-1224.2249,0.149596,-2499.686,2499.686,1.014988,
4,0,27.0,-15.17863,-1226.8546,0.081652,-2499.6865,2499.6863,1.277526,
5,0,28.0,-8.46469,-1234.5479,0.258068,-2499.6873,2499.6865,0.615966,
6,0,41.0,-6.99853,-1235.601,0.197872,-2499.6868,2499.6865,0.971778,
7,0,43.0,-2.903414,-1238.7697,0.013708,-2499.6863,2499.686,1.53917,
8,0,44.0,2.273442,-1243.7784,-0.054236,-2499.686,2499.686,1.53023,
9,0,46.0,5.670642,-1247.8988,0.073308,-2499.6865,2499.6863,1.01618,
10,0,48.0,7.034588,-1249.8075,0.206514,-2499.6873,2499.6865,0.7748,
11,0,49.0,8.774908,-1251.2412,0.157046,-2499.6868,2499.6865,1.025418,
12,0,51.0,12.397396,-1254.2003,-0.0014899999,-2499.6863,2499.686,1.409838,
13,0,53.0,16.517246,-1258.2147,-0.028608,-2499.686,2499.686,1.445896,
14,0,54.0,18.912569,-1261.122,0.082248,-2499.6865,2499.6863,1.067436,
15,0,74.0,19.543734,-1262.1022,0.159132,-2499.6873,2499.6865,0.898172,
0,0,75.0,20.371578,-1262.7395,0.14453,-2499.6868,2499.6865,1.055218,
1,0,77.0,22.440294,-1264.3854,0.044998,-2499.6863,2499.686,1.34845,
2,0,78.0,24.584106,-1266.4293,0.014304,-2499.686,2499.686,1.328186,
3,0,80.0,25.140472,-1267.3502,0.09685,-2499.6865,2499.6863,1.059688,
4,0,85.0,24.253029,-1266.6772,0.13708,-2499.6873,2499.6865,0.983102,
5,0,87.0,23.46005,-1265.7422,0.10877,-2499.6868,2499.6865,1.078462,
6,0,89.0,23.479717,-1265.5121,0.06407,-2499.6863,2499.686,1.228058,
7,0,90.0,23.33191,-1265.3154,0.052746,-2499.686,2499.686,1.243852,
8,0,92.0,21.864557,-1264.0367,0.090592,-2499.6865,2499.6863,1.117202,
9,0,93.0,19.34914,-1261.6355,0.10728,-2499.6873,2499.6865,1.0638599,
