Username, User ID, Session ID,Session Tag,Date,Shape (rows x columns),Duration (ms),Starting Time,Ending Time,Resolution (ms),Resolution (Hz),Unit Measure,Starting Timestamp,Ending Timestamp
user,12345678,4868b8a9-a904-4de1-bf7b-93c961de6b01,Exp2.2,16-09-2020_13-50-37,7113x6,103700,13:49:36.813,13:50:07.518,4.032258,248.0,µV,1600256903819,1600257007519,
Pkg ID,Time,Ch-1,Ch-2,Ch-3,Ch-4,Ch-5,Ch-6,Ch-7,Ch-8
3,0.0,22.035313,-1263.9506,2.20818,1047.636,-1050.368,1.696514,
4,2.0,19.093456,-1262.4254,-0.324224,-147.47543,148.23265,-1.165776,
5,4.0,17.041725,-1258.9022,2.297878,27.154356,-29.854534,1.080548,
6,6.0,6.277966,-1248.7526,1.33951,184.29274,-185.77379,0.454152,
7,8.0,3.256246,-1245.3801,1.543938,120.6453,-122.438965,0.51703,
-8,11.0,-3.48362,-1238.3766,2.391152,931.00146,-933.9657,1.752836,
-7,14.0,-12.403356,-1230.0364,1.07429,-86.63814,85.52183,-0.028608,
-6,16.0,-14.881524,-1225.9872,5.184008,572.8552,-579.20886,3.595966,
-5,24.0,-19.718063,-1222.6276,1.61814,806.6833,-808.4892,0.569776,
-4,65.0,-21.936674,-1221.0181,0.72265,28.508469,-28.997784,-0.336442,
-3,67.0,-24.767376,-1216.7164,3.792646,380.84875,-385.3846,2.265992,
-2,69.0,-25.40301,-1216.4799,2.390854,966.18097,-969.0841,1.653006,
-1,88.0,-25.742134,-1216.8616,1.14879,714.23865,-715.43097,0.132312,
0,90.0,-25.910803,-1216.571,1.3559,174.85985,-176.3269,0.431206,
1,92.0,-25.716805,-1216.2777,1.9158419,135.39392,-137.59375,0.699704,
2,93.0,-24.964354,-1216.5728,4.039688,388.6078,-393.36865,2.31397,
3,95.0,-23.709774,-1218.1814,2.39741,877.57275,-880.47375,1.657774,
4,96.0,-22.15928,-1220.327,1.396428,660.9285,-662.4406,0.325714,
5,100.0,-20.419556,-1221.9388,1.64943,240.55365,-242.40065,0.700896,
6,101.0,-18.391964,-1223.6277,1.849984,235.86372,-238.02571,0.748576,
7,103.0,-15.968032,-1225.7122,3.463356,384.0463,-388.17807,2.005242,
-8,108.0,-13.23865,-1228.7056,2.252582,770.2594,-772.998,1.547514,
-7,109.0,-10.365632,-1232.0184,1.588936,593.32874,-595.08514,0.471734,
-6,111.0,-7.435398,-1234.8005,1.887532,290.6376,-292.80734,0.953004,
-5,113.0,-4.405334,-1237.6333,1.806476,319.22803,-321.33878,0.77360797,
-4,115.0,-1.2474279,-1240.5361,3.448754,385.20792,-389.25745,1.936404,
-3,116.0,1.953688,-1243.9197,2.265098,705.4736,-708.1967,1.492682,
-2,118.0,5.081198,-1247.3782,1.770418,565.7709,-567.772,0.612092,
-1,119.0,8.059112,-1250.233,2.111628,340.03616,-342.49527,1.13687,
0,121.0,10.920508,-1252.9998,1.770418,394.79428,-396.87045,0.776588,
1,124.0,13.629924,-1255.5125,3.112014,394.2066,-397.84818,1.685786,
2,134.0,16.122694,-1258.1229,2.094642,636.10065,-638.63336,1.3559,
3,136.0,18.315973,-1260.5543,1.895876,516.1816,-518.3483,0.73159,
4,137.0,20.201122,-1262.2943,2.282978,376.38712,-379.06287,1.321332,
5,139.0,21.77188,-1263.8418,1.75075,451.17438,-453.24487,0.811156,
6,144.0,22.992489,-1264.9147,3.101584,390.31772,-393.94556,1.587148,
